timestamp,method,url,response_time,http_code
2025-05-27 22:47:23,GET,http://jsonapi.example.local/api/users/456,0.011641,200
2025-05-27 22:47:23,GET,http://jsonapi.example.local/nonexistent,0.006046,404
2025-05-27 22:47:24,GET,http://jsonapi.example.local/api/users/456,0.004740,200
2025-05-27 22:47:24,POST,http://jsonapi.example.local/api/users,0.009488,404
2025-05-27 22:47:25,GET,http://jsonapi.example.local/api/users,0.004912,404
2025-05-27 22:47:25,GET,http://jsonapi.example.local/api/users/123,0.004168,200
2025-05-27 22:47:26,POST,http://jsonapi.example.local/api/users,0.004203,404
2025-05-27 22:47:26,POST,http://jsonapi.example.local/api/users,0.003888,404
2025-05-27 22:47:27,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.005963,404
2025-05-27 22:47:27,GET,http://jsonapi.example.local/api/users/123/orders,0.005714,200
2025-05-27 22:47:28,GET,http://jsonapi.example.local/api/v2/products,0.003791,200
2025-05-27 22:47:28,GET,http://jsonapi.example.local/api/users,0.004334,404
2025-05-27 22:47:29,GET,http://jsonapi.example.local/api/v2/products,0.004070,200
2025-05-27 22:47:29,GET,http://jsonapi.example.local/api/users,0.003722,404
2025-05-27 22:47:30,GET,http://jsonapi.example.local/api/v2/products,0.003982,200
2025-05-27 22:47:30,POST,http://jsonapi.example.local/api/users,0.003853,404
2025-05-27 22:47:32,GET,http://jsonapi.example.local/api/users/123,0.004008,200
2025-05-27 22:47:32,GET,http://jsonapi.example.local/api/users/456,0.005927,200
2025-05-27 22:47:32,GET,http://jsonapi.example.local/api/users,0.005033,404
2025-05-27 22:47:32,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.003835,404
2025-05-27 22:47:33,GET,http://jsonapi.example.local/api/v1/products,0.003926,200
2025-05-27 22:47:33,POST,http://jsonapi.example.local/api/users,0.004011,404
2025-05-27 22:47:34,GET,http://jsonapi.example.local/health,0.004443,200
2025-05-27 22:47:34,GET,http://jsonapi.example.local/nonexistent,0.004025,404
2025-05-27 22:47:35,GET,http://jsonapi.example.local/api/orders/550e8400-e29b-41d4-a716-446655440000,0.006054,404
2025-05-27 22:47:35,GET,http://jsonapi.example.local/api/users/123/orders,0.005151,200
2025-05-27 22:47:36,GET,http://jsonapi.example.local/api/users,0.003888,404
2025-05-27 22:47:36,GET,http://jsonapi.example.local/api/users,0.003954,404
2025-05-27 22:47:37,GET,http://jsonapi.example.local/api/users/123,0.003797,200
2025-05-27 22:47:37,DELETE,http://jsonapi.example.local/api/users/123,0.003792,404
2025-05-27 22:47:38,POST,http://jsonapi.example.local/api/users,0.003743,404
2025-05-27 22:47:38,GET,http://jsonapi.example.local/api/v1/products,0.008062,200
2025-05-27 22:47:39,GET,http://jsonapi.example.local/api/users/456,0.004578,200
2025-05-27 22:47:39,GET,http://jsonapi.example.local/api/v2/products,0.005023,200
2025-05-27 22:47:40,DELETE,http://jsonapi.example.local/api/users/123,0.004229,404
2025-05-27 22:47:40,GET,http://jsonapi.example.local/api/v2/products,0.005012,200
2025-05-27 22:47:41,GET,http://jsonapi.example.local/api/users/123/orders,0.004141,200
2025-05-27 22:47:41,GET,http://jsonapi.example.local/api/users,0.005019,404
2025-05-27 22:47:42,GET,http://jsonapi.example.local/health,0.003873,200
2025-05-27 22:47:42,GET,http://jsonapi.example.local/api/users,0.004015,404
2025-05-27 22:47:43,POST,http://jsonapi.example.local/api/users,0.004189,404
2025-05-27 22:47:43,POST,http://jsonapi.example.local/api/users,0.004465,404
2025-05-27 22:47:44,PUT,http://jsonapi.example.local/api/users/123,0.003694,404
2025-05-27 22:47:44,GET,http://jsonapi.example.local/health,0.003651,200
2025-05-27 22:47:45,GET,http://jsonapi.example.local/api/users/123/orders,0.004015,200
2025-05-27 22:47:45,GET,http://jsonapi.example.local/nonexistent,0.003611,404
2025-05-27 22:47:46,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.003816,404
2025-05-27 22:47:46,DELETE,http://jsonapi.example.local/api/users/123,0.004423,404
2025-05-27 22:47:47,GET,http://jsonapi.example.local/api/v2/products,0.003990,200
2025-05-27 22:47:47,GET,http://jsonapi.example.local/api/orders/550e8400-e29b-41d4-a716-446655440000,0.003987,404
2025-05-27 22:47:48,GET,http://jsonapi.example.local/health,0.004384,200
2025-05-27 22:47:48,GET,http://jsonapi.example.local/api/v2/products,0.004550,200
2025-05-27 22:47:49,GET,http://jsonapi.example.local/api/orders/550e8400-e29b-41d4-a716-446655440000,0.004457,404
2025-05-27 22:47:49,GET,http://jsonapi.example.local/nonexistent,0.004026,404
2025-05-27 22:47:50,GET,http://jsonapi.example.local/health,0.003886,200
2025-05-27 22:47:50,DELETE,http://jsonapi.example.local/api/users/123,0.004581,404
2025-05-27 22:47:51,GET,http://jsonapi.example.local/api/users/123/orders,0.004150,200
2025-05-27 22:47:51,GET,http://jsonapi.example.local/api/users,0.003825,404
2025-05-27 22:47:52,PUT,http://jsonapi.example.local/api/users/123,0.004254,404
2025-05-27 22:47:52,POST,http://jsonapi.example.local/api/users,0.004170,404
2025-05-27 22:47:53,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.004284,404
2025-05-27 22:47:53,GET,http://jsonapi.example.local/api/orders/550e8400-e29b-41d4-a716-446655440000,0.004365,404
2025-05-27 22:47:54,GET,http://jsonapi.example.local/api/users/123/orders,0.004856,200
2025-05-27 22:47:54,GET,http://jsonapi.example.local/api/users/123/orders,0.003736,200
2025-05-27 22:47:55,GET,http://jsonapi.example.local/api/v1/products,0.004275,200
2025-05-27 22:47:55,GET,http://jsonapi.example.local/health,0.004038,200
2025-05-27 22:47:56,GET,http://jsonapi.example.local/api/v1/products,0.004111,200
2025-05-27 22:47:56,PUT,http://jsonapi.example.local/api/users/123,0.004254,404
2025-05-27 22:47:57,GET,http://jsonapi.example.local/api/v1/products,0.004444,200
2025-05-27 22:47:57,PUT,http://jsonapi.example.local/api/users/123,0.004433,404
2025-05-27 22:47:58,GET,http://jsonapi.example.local/api/users,0.003745,404
2025-05-27 22:47:58,POST,http://jsonapi.example.local/api/users,0.003726,404
2025-05-27 22:47:59,GET,http://jsonapi.example.local/api/users,0.004176,404
2025-05-27 22:47:59,GET,http://jsonapi.example.local/api/v1/products,0.004918,200
2025-05-27 22:48:00,GET,http://jsonapi.example.local/api/users/456,0.004251,200
2025-05-27 22:48:00,GET,http://jsonapi.example.local/api/users,0.004654,404
2025-05-27 22:48:01,POST,http://jsonapi.example.local/api/users,0.003765,404
2025-05-27 22:48:01,GET,http://jsonapi.example.local/api/users/456,0.003935,200
2025-05-27 22:48:02,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.004227,404
2025-05-27 22:48:02,GET,http://jsonapi.example.local/api/users,0.004096,404
2025-05-27 22:48:03,GET,http://jsonapi.example.local/api/users/123/orders,0.003827,200
2025-05-27 22:48:03,GET,http://jsonapi.example.local/api/users/123/orders,0.003725,200
2025-05-27 22:48:04,POST,http://jsonapi.example.local/api/users,0.004607,404
2025-05-27 22:48:04,GET,http://jsonapi.example.local/api/users/123,0.004607,200
2025-05-27 22:48:05,GET,http://jsonapi.example.local/api/orders/550e8400-e29b-41d4-a716-446655440000,0.004520,404
2025-05-27 22:48:05,GET,http://jsonapi.example.local/api/users/123,0.004376,200
2025-05-27 22:48:06,PUT,http://jsonapi.example.local/api/users/123,0.004379,404
2025-05-27 22:48:06,PUT,http://jsonapi.example.local/api/users/123,0.004073,404
2025-05-27 22:48:07,GET,http://jsonapi.example.local/api/users/123,0.003734,200
2025-05-27 22:48:07,GET,http://jsonapi.example.local/api/users/456,0.004651,200
2025-05-27 22:48:08,GET,http://jsonapi.example.local/health,0.003860,200
2025-05-27 22:48:09,GET,http://jsonapi.example.local/api/v1/products,0.004309,200
2025-05-27 22:48:09,GET,http://jsonapi.example.local/api/users,0.005265,404
2025-05-27 22:48:09,GET,http://jsonapi.example.local/health,0.004148,200
2025-05-27 22:48:10,GET,http://jsonapi.example.local/api/users/123/orders,0.004312,200
2025-05-27 22:48:10,GET,http://jsonapi.example.local/api/users,0.003656,404
2025-05-27 22:48:11,GET,http://jsonapi.example.local/api/users,0.003988,404
2025-05-27 22:48:11,GET,http://jsonapi.example.local/api/v2/products,0.003889,200
2025-05-27 22:48:12,DELETE,http://jsonapi.example.local/api/users/123,0.003594,404
2025-05-27 22:48:12,DELETE,http://jsonapi.example.local/api/users/123,0.003703,404
2025-05-27 22:48:13,PUT,http://jsonapi.example.local/api/users/123,0.003823,404
2025-05-27 22:48:13,GET,http://jsonapi.example.local/api/users/456,0.004009,200
2025-05-27 22:48:14,GET,http://jsonapi.example.local/nonexistent,0.003948,404
2025-05-27 22:48:14,GET,http://jsonapi.example.local/api/users/456,0.005466,200
2025-05-27 22:48:15,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.004451,404
2025-05-27 22:48:15,GET,http://jsonapi.example.local/api/users/456,0.004577,200
2025-05-27 22:48:16,POST,http://jsonapi.example.local/api/users,0.003743,404
2025-05-27 22:48:16,GET,http://jsonapi.example.local/api/users/123/orders,0.003942,200
2025-05-27 22:48:17,GET,http://jsonapi.example.local/health,0.004162,200
2025-05-27 22:48:17,DELETE,http://jsonapi.example.local/api/users/123,0.004129,404
2025-05-27 22:48:18,GET,http://jsonapi.example.local/api/v1/products,0.003862,200
2025-05-27 22:48:18,GET,http://jsonapi.example.local/nonexistent,0.004517,404
2025-05-27 22:48:19,GET,http://jsonapi.example.local/api/v2/products,0.004488,200
2025-05-27 22:48:19,GET,http://jsonapi.example.local/api/users/123,0.004378,200
2025-05-27 22:48:20,GET,http://jsonapi.example.local/api/users/123,0.003998,200
2025-05-27 22:48:20,GET,http://jsonapi.example.local/nonexistent,0.004125,404
2025-05-27 22:48:21,GET,http://jsonapi.example.local/api/v2/products,0.003810,200
2025-05-27 22:48:22,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.005102,404
2025-05-27 22:48:22,POST,http://jsonapi.example.local/api/users,0.004070,404
2025-05-27 22:48:22,GET,http://jsonapi.example.local/nonexistent,0.003787,404
2025-05-27 22:48:23,GET,http://jsonapi.example.local/api/users/123/orders,0.005314,200
2025-05-27 22:48:23,DELETE,http://jsonapi.example.local/api/users/123,0.004969,404
2025-05-27 22:48:24,GET,http://jsonapi.example.local/health,0.005081,200
2025-05-27 22:48:24,GET,http://jsonapi.example.local/api/v1/products/abc-123,0.004574,404
2025-05-27 22:48:25,GET,http://jsonapi.example.local/api/users,0.005800,404
2025-05-27 22:48:25,POST,http://jsonapi.example.local/api/users,0.005441,404
2025-05-27 22:48:26,GET,http://jsonapi.example.local/api/users/123/orders,0.003690,200
2025-05-27 22:48:26,GET,http://jsonapi.example.local/api/users/123/orders,0.004169,200
